Book	Chapter	Verse	ID	SupportReference	OrigQuote	Occurrence	GLQuote	OccurrenceNote
TIT	3	intro	zh6x			0		"# ತೀತ03  : ಸಾಮಾನ್ಯ ಟಿಪ್ಪಣಿಗಳು <br>##  ರಚನೆಗಳು ಮತ್ತು ನಮೂನೆಗಳು<br><br>ಈ ಅಧ್ಯಾಯದಲ್ಲಿ ಪೌಲನು ತೀತನಿಗೆ ವೈಯಕ್ತಿಕವಾದ ಕೆಲವು ಸೂಚನೆಗಳನ್ನು ನೀಡಿದ್ದಾನೆ<br><br>. 15ನೇ ವಾಕ್ಯದೊಂದಿಗೆ ಈ ಪತ್ರವು ಸಾಂಪ್ರದಾಯಕವಾಗಿ ಮುಕ್ತಾಯವಾಗುತ್ತದೆ.  ಪುರಾತನ ಕಾಲದ ಪೂರ್ವದೇಶದಲ್ಲಿ ಬಳಸುತ್ತಿದ್ದ ಸಾಮಾನ್ಯ ರೀತಿಯಲ್ಲಿ ಈ ಪತ್ರವನ್ನು ಮುಕ್ತಾಯ ಗೊಳಿಸಲಾಗಿದೆ  .##  ಈ ಅಧ್ಯಾಯದಲ್ಲಿನ ವಿಶೇಷ ಪರಿಕಲ್ಪನೆ ಗಳು <br><br>### . ವಂಶಾವಳಿಗಳು  <br><br> ವಂಶಾವಳಿ / ಪರಂಪರೆ ಎಂದರೆ ಇದರಲ್ಲಿ ಬರುವ ವ್ಯಕ್ತಿಯೊಬ್ಬನ ಪೂರ್ವಿಕರ ಪಟ್ಟಿ ಅಥವಾ ಅವನ ಸಂತತಿಯವರ ಪಟ್ಟಿ. ಯೆಹೂದ್ಯರು ತಮ್ಮ ಸಂತತಿಯಲ್ಲಿನ ಸರಿಯಾದ ವ್ಯಕ್ತಿಯನ್ನು ಆಯ್ಕೆಮಾಢಿ ರಾಜ ನನ್ನಾಗಿ ಮಾಡುತ್ತಿದ್ದರು. ರಾಜನ ವಂಶ ಮುಂದುವರೆಯುವಂತೆ ರಾಜನ ಮಗನನ್ನೇ ರಾಜನನ್ನಾಗಿ ಆಯ್ಕೆಮಾಡುತ್ತಿದ್ದರು. ಇದರೊಂದಿಗೆ ರಾಜನಾಗುವವನು ಯಾವಕುಲದಿಂದ ಮತ್ತು ಯಾವ ಕುಟುಂಬದಿಂದ ಬಂದವನು ಎಂದು ತಿಳಿಸಲು ಈ ರೀತಿ ಮಾಡುತ್ತಿದ್ದರು.ಉದಾಹರಣೆಗೆ ಯಾಜಕರಾಗುವವರು ಲೇವಿಯರ ಕುಲ ಮತ್ತು ಆರೋನನ ಕುಟುಂಬದ ಸದಸ್ಯರಾಗಿರಬೇಕಾಗಿತ್ತು.
<br>."
TIT	3	1	y9tr			0	Connecting Statement:	ಕ್ರೇತದ್ವೀಪದಲ್ಲಿನ ಹಿರಿಯರಿಗೆ ಮತ್ತು ಅವರ ಸುಪರ್ದಿನಲ್ಲಿದ್ದ ಜನರಿಗೆ ಯಾವರೀತಿಯ  ಸೂಚನೆಗಳನ್ನು ನೀಡಬೇಕೆಂದು ನೀಡುತ್ತಿದ್ದ ಉಪದೇಶವನ್ನು ಮುಂದುವರೆಸಿದ.
TIT	3	1	j2sa		ὑπομίμνῃσκε αὐτοὺς ... ὑποτάσσεσθαι	1	Remind them to submit	"ನಮ್ಮ ಜನರಿಗೆ ಈಗಾಗಲೇ ತಿಳಿದಿರುವ ವಿಷಯಗಳನ್ನು ಸತ್ಕಾರ್ಯಗಳನ್ನು ಮಾಡುವುದನ್ನು "" ಅಥವಾ "" ಸಕಲ ಸತ್ಕಾರ್ಯಗಳನ್ನು ಮಾಡುವುದರಲ್ಲಿ ವಿಧೇಯರಾಗಿರಬೇಕೆಂದು ನೆನಪಿಸು ""."
TIT	3	1	w3fy		ἀρχαῖς, ἐξουσίαις, ὑποτάσσεσθαι, πειθαρχεῖν	1	submit to rulers and authorities, to obey them	ಅಧಿಪತಿಗಳಿಗೂ , ಅಧಿಕಾರಿಗಳಿಗೂ ಸರ್ಕಾರದ ಅಧಿಕಾರಿಗಳಿಗೂ ವಿಧೇಯರಾಗಿರಬೇಕೆಂದು ತಿಳಿಸು ಎಂದನು
TIT	3	1	wa9x		ἀρχαῖς ἐξουσίαις	1	rulers and authorities	ಈ ಪದಗಳಿಗೆ ಸಮಾನವಾದ ಅರ್ಥವಿದೆ ಮತ್ತು ಈ ಪದಗಳು ಸರ್ಕಾರದ ಆಡಳಿತದಲ್ಲಿರುವ ಪ್ರತಿಯೊಬ್ಬ ಅಧಿಕಾರಿಗಳನ್ನು ಒಳಗೊಂಡಿದೆ.
TIT	3	1	in7u		πρὸς πᾶν ἔργον ἀγαθὸν ἑτοίμους εἶναι	1	be ready for every good work	ಅವಕಾಶ ಸಿಕ್ಕೊಡನೆ ಸತ್ಕಾರ್ಯಗಳನ್ನು ಮಾಡಲು ಸಿದ್ಧರಾಗಿರಬೇಕೆಂದು ತಿಳಿಸಿದೆ.
TIT	3	2	lug7		βλασφημεῖν	1	to revile	ಯಾರನ್ನೂ ದೂಷಿಸಬಾರದು
TIT	3	3	m9zd		γάρ ποτε καὶ ἡμεῖς	1	For once we ourselves	ಏಕೆಂದರೆ ನಾವು ನಮ್ಮನ್ನೇ ಒಂದುಸಲ
TIT	3	3	me7b		ποτε	1	once	"ಔಪಚಾರಿಕವಾಗಿ ಅಥವಾ "" ಕೆಲ ಸಮಯದಲ್ಲಿ ""  ಅಥವಾ ""ಬಹುಹಿಂದೆ"""
TIT	3	3	bl8e		ἡμεῖς	1	we ourselves	"ನಾವೂ ಸಹ ""ಅಥವಾ ""ನಾವೂ """
TIT	3	3	rrx9		ἦμεν ... ἀνόητοι	1	were thoughtless	"ಮೂರ್ಖರಾಗಿದ್ದೆವು ""ಅಥವಾ "" ಅವಿವೇಕಿಗಳಾಗಿದ್ದೆವು """
TIT	3	3	qt8f	figs-personification	πλανώμενοι, δουλεύοντες ἐπιθυμίαις καὶ ἡδοναῖς ποικίλαις	1	We were led astray and enslaved by various passions and pleasures	"ದುರಾಶೆಗಳು ಮತ್ತು ಭೋಗಮೋಹಗಳು ಜನರ ಮೇಲೆ ಒಡೆತನ ಸ್ಥಾಪಿಸಿ ಅವರನ್ನು ದುಷ್ಟತನಗಳ ಗುಲಾಮರನ್ನಾಗಿ ಮಾಡಿ ಅದರಲ್ಲೇ ಮುಳುಗಿಹೋಗುವಂತೆ ಮಾಡುತ್ತವೆ. ಇದನ್ನು ಕರ್ತರಿ ಪ್ರಯೋಗದಲ್ಲಿ ಹೇಳಬಹುದು . ಪರ್ಯಾಯ ಭಾಷಾಂತರ : ""ನಾನಾ ವಿಧವಾದ ದುರಾಶೆಗಳಿಗೆ ಮತ್ತು ಭೋಗ ಗಳಿಗೆ ಅಧೀನರಾಗಿ ದುಷ್ಟತನ , ಹೊಟ್ಟೆಕಿಚ್ಚುಪಡುವವರೂ ಅಸಹ್ಯರೂ ಆಗಿರುವಂತೆ ಮಾಡುತ್ತದೆ. "" ಅಥವಾ ""ನಮ್ಮನ್ನು ನಾವೇ ಇಂತಹ ದುರಾಶೆ ಮತ್ತು ಭೋಗದ ಆಮಿಶಗಳಿಗೆ ಗುರಿಮಾಡಿ ಶಾಶ್ವತವಲ್ಲದ ಸುಳ್ಳು ಸಂತೋಷಗಳನ್ನು  ಅನುಭವಿಸುವಂತೆ ನೋಡಿಕೊಳ್ಳುತ್ತೇವೆ ಮತ್ತು ನಮಗೆ ಸಂತೋಷ ನೀಡುತ್ತವೆ ಎಂದು ಭಾವಿಸಿ ತಪ್ಪುದಾರಿಯಲ್ಲಿ ಹೋಗುವುದನ್ನು ತಡೆಯಲಾರದೆ, ನಮ್ಮ ಭಾವನೆಗಳನ್ನು ಹತೋಟಿಯಲ್ಲಿ ಇಟ್ಟುಕೊಳ್ಳಲು ಸಾಧ್ಯವಾಗದೆ ಒದ್ದಾಡುತ್ತೇವೆ."" (ನೋಡಿ: [[rc://en/ta/man/translate/figs-personification]] ಮತ್ತು [[rc://en/ta/man/translate/figs-activepassive]])"
TIT	3	3	tl5n		ἐπιθυμίαις	1	passions	"ಕಾಮ ಭೋಗಗಳು ಅಥವಾ  ""ಬಯಕೆಗಳು """
TIT	3	3	dec4	figs-hendiadys	ἐν κακίᾳ καὶ φθόνῳ διάγοντες	1	We lived in evil and envy	"ಇಲ್ಲಿ  ""ದುಷ್ಟತನ "" ಮತ್ತು ಹೊಟ್ಟೆಕಿಚ್ಚು ಪಾಪಕ್ಕೆ ಸಮಾನವಾದ ಪದಗಳು. ಪರ್ಯಾಯ ಭಾಷಾಂತರ : "" ನಾವು ಯಾವಾಗಲೂ ಕೆಟ್ಟದ್ದನ್ನು ಮಾಡುತ್ತಾ ಮತ್ತು ಇತರರಿಗೆ ಕೆಟ್ಟದ್ದು ನಡೆಯಬೇಕೆಂದು ಆಶಿಸುತ್ತಾ ಇದ್ದೆವು ."" (ನೋಡಿ: [[rc://en/ta/man/translate/figs-hendiadys]])"
TIT	3	3	y5lp		στυγητοί	1	We were detestable	ಇತರರು ನಮ್ಮನ್ನು ನೋಡಿ ಅಸಹ್ಯಪಟ್ಟು ಹಗೆ ಮಾಡುವಂತೆ ಮಾಡಿದ್ದೇವೆ.
TIT	3	4	ba5a	figs-personification	ὅτε ... ἡ χρηστότης καὶ ἡ φιλανθρωπία ἐπεφάνη τοῦ Σωτῆρος ἡμῶν, Θεοῦ	1	when the kindness of God our Savior and his love for mankind appeared	"ಪೌಲನು ದೇವರ ಕರುಣೆಯ ಬಗ್ಗೆ ಮತ್ತು ಪ್ರೀತಿಯ ಬಗ್ಗೆ ಮಾತನಾಡುತ್ತಾ ಅವುಗಳು ಜನರಂತೆ ನಮ್ಮ  ಬಳಿಗೆ ಬರುತ್ತಿರುವಂತೆ ಕಣ್ಣಿಗೆ ಕಾಣುವಂತೆ ವರ್ಣಿಸಿದ್ದಾನೆ ."" (ನೋಡಿ: [[rc://en/ta/man/translate/figs-personification]]"
TIT	3	5	n4ug		κατὰ τὸ αὐτοῦ ἔλεος	1	by his mercy	ಏಕೆಂದರೆ ದೇವರಿಗೆ ನಮ್ಮ ಮೇಲೆ ಅಪಾರಕರುಣೆ ಇರುವುದರಿಂದ
TIT	3	5	k1a6	figs-metaphor	λουτροῦ παλινγενεσίας	1	washing of new birth	"ಪೌಲನು ಇಲ್ಲಿ  ದೇವರು ಪಾಪಿಗಳನ್ನು ಕ್ಷಮಿಸುವುದರ ಮೂಲಕ ಅವರನ್ನು ಶುದ್ಧೀಕರಿಸುತ್ತಿದ್ದಾನೆ ಎಂದು ಹೇಳುತ್ತಿದ್ದಾನೆ. ಈ ರೀತಿ ಅವರು ದೈಹಿಕವಾಗಿ ಶುದ್ಧರಾಗಿ ದೇವರಿಗೆ ಜವಾಬ್ದಾರಿ ಯುತರಾಗಿ ನಡೆದುಕೊಂಡು , ಪುನರ್ ಜನ್ಮ ಪಡೆದವರಂತೆ ನೂತನಗೊಂಡು ನಡೆಯುತ್ತಿರುವ ಬಗ್ಗೆ ಪೌಲನು ಮಾತನಾಡುತ್ತಿದ್ದಾನೆ."" (ನೋಡಿ: [[rc://en/ta/man/translate/figs-metaphor]])"
TIT	3	6	fby9	figs-metaphor	οὗ ἐξέχεεν ἐξέχεεν ἐφ’ ἡμᾶς πλουσίως	1	whom God richly poured on us	"ಹೊಸ ಒಡಂಬಡಿಕೆಯನ್ನು ಬರೆಯುವ ಲೇಖಕರಿಗೆ ಪವಿತ್ರಾತ್ಮನ ಬಗ್ಗೆ ಸುರಿಯುವ / ಸುರಿಸುವ ಎಂಬ ಪದ ಬಳಕೆ ಮಾತನಾಡುವುದು ಬಹು ಸಹಜವಾಗಿದೆ. ಅಂದರೆ ದೇವರು ತನ್ನ ಪವಿತ್ರಾತ್ಮವನ್ನು ಯಥೇಚ್ಛವಾಗಿ ಪಾಪಿಗಳ ಮೇಲೆ ಸುರಿಸಿ ರಕ್ಷಿಸುತ್ತಾನೆ ಎಂದು ಹೇಳುತ್ತಾರೆ.ಪರ್ಯಾಯ ಭಾಷಾಂತರ : ""ದೇವರು ನಮಗೆ ಉದಾರವಾಗಿ ನೀಡಿದ ವರ ."" (ನೋಡಿ: [[rc://en/ta/man/translate/figs-metaphor]])"
TIT	3	6	q9ze		διὰ Ἰησοῦ Χριστοῦ τοῦ Σωτῆρος ἡμῶν	1	through our Savior Jesus Christ	ಯೇಸು ನಮ್ಮನ್ನು ರಕ್ಷಿಸಿದಾಗ
TIT	3	7	di3g	figs-activepassive	δικαιωθέντες	1	having been justified	"ಇದನ್ನು ಕರ್ತರಿ ಪ್ರಯೋಗದಲ್ಲಿ ಹೇಳಬಹುದು . ಪರ್ಯಾಯ ಭಾಷಾಂತರ : ""ದೇವರು ನಮ್ಮನ್ನು ಪಾಪರಹಿತ ನೀತಿವಂತ ರೆಂದು ಘೋಷಿಸುವದರಿಂದ ."" (ನೋಡಿ: [[rc://en/ta/man/translate/figs-activepassive]])"
TIT	3	7	q1cm	figs-metaphor	κληρονόμοι γενηθῶμεν κατ’ ἐλπίδα ζωῆς ζωῆς αἰωνίου	1	we might become heirs with the certain hope of eternal life	"ನಿತ್ಯ ಜೀವಕ್ಕೆ ಬಾಧ್ಯರಾಗುವಂತೆ ಮಾಡಿ ಅದು ನಮ್ಮಕುಟುಂಬದ ಆಸ್ತಿಯಂತೆಯೂ , ಎಲ್ಲಾ ಹಕ್ಕುಗಳ ಬಾಧ್ಯತೆಯನ್ನು ಪಡೆದು ಕೊಳ್ಳುವಂತೆ ವಾಗ್ದಾನಮಾಡಿ ತಿಳಿಸಿದ್ದಾನೆ "" (ನೋಡಿ: [[rc://en/ta/man/translate/figs-metaphor]])"
TIT	3	8	j8md		ὁ λόγος	1	This message	[ತೀತ 3:7](../03/07.ಎಂಡಿ).ರಲ್ಲಿ ಹೇಳಿರುವಂತೆ ದೇವರನ್ನು ನಂಬಿಕೆಯಿಂದ ಸೇವಿಸುವವರನ್ನು ಯೇಸುವಿನ ಮೂಲಕ ಪವಿತ್ರಾತ್ಮನನ್ನು ಸುರಿಸಿ ಆಶೀರ್ವದಿಸುವನು
TIT	3	8	kqm6		φροντίζωσιν καλῶν ἔργων προΐστασθαι	1	may be careful to engage themselves in good works	ಸತ್ಕಾರ್ಯಗಳನ್ನು ಮಾಡಲು ಜಾಗರೂಕರಾಗಿ ಸಿದ್ಧರಿರಬೇಕು
TIT	3	9	tzh9			0	Connecting Statement:	ಬುದ್ದಿ ಇಲ್ಲದೆ ವಿತರ್ಕ ಮಾಡುವುದನ್ನು ,ವಂಶಾವಳಿಗಳ ಜಗಳಗಳಿಗೂ  , ಧರ್ಮಶಾಸ್ತ್ರದ ವಿರುದ್ಧ ಮಾಡುವ ವಾಗ್ದಾನಗಳಿಗೂ  ದೂರವಾಗಿರಬೇಕೆಂದು ಪೌಲನು ತೀತನಿಗೆ ಹೇಳುತ್ತಾನೆ.
TIT	3	9	j1hf		δὲ περιΐστασο	1	But avoid	"ತಡೆಯಬೇಕು ಅಥವಾ "" ಅದನ್ನು ತಡೆಯಬೇಕು""/ ನಿಗ್ರಹಿಸಬೇಕು."
TIT	3	9	xnf9		μωρὰς ζητήσεις	1	foolish debates	ವ್ಯರ್ಥವಾದ ವಾದ ವಿವಾದಗಳನ್ನು ಮಾಡಬಾರದು
TIT	3	9	qk66		γενεαλογίας	1	genealogies	ಇದೊಂದು ಕೌಟುಂಬಿಕ ಸಂಬಂಧಗಳ / ವಂಶಾವಳಿಯ ಸಂಬಂಧಗಳ ಅಧ್ಯಯನ .
TIT	3	9	xu7f		ἔρεις	1	strife	ವಾದ ವಿವಾದಗಳು ಅಥವಾ ಜಗಳಗಳು
TIT	3	9	ky3n		νομικὰς	1	the law	ಮೋಶೆಯ ಧರ್ಮಶಾಸ್ತ್ರ / ನಿಯಮಗಳು
TIT	3	10	x3fh		ἄνθρωπον ... παραιτοῦ	1	Reject anyone	ಇವೆಲ್ಲವುಗಳಿಂದ ದೂರವಿರಬೇಕು
TIT	3	10	xzx1		μετὰ μίαν καὶ δευτέραν νουθεσίαν	1	after one or two warnings	ಒಬ್ಬ ವ್ಯಕ್ತಿಯನ್ನು ಒಂದು ಅಥವಾ ಎರಡುಸಲ ಎಚ್ಚರಿಸಬೇಕು .
TIT	3	11	r7pc		ὁ τοιοῦτος	1	such a person	ಒಬ್ಬ ವ್ಯಕ್ತಿ ಇದೇರೀತಿ
TIT	3	11	inh5	figs-metaphor	ἐξέστραπται	1	has turned from the right way	"ಪೌಲನು ತಪ್ಪುಮಾಡುವವನನ್ನು  ಕುರಿತು ಮಾತನಾಡುತ್ತಾನೆ. ಅವನು ಅವರು ಹೋಗುತ್ತಿದ್ದ ದಾರಿಯನ್ನು ಬಿಟ್ಟು ಹೋಗುತ್ತಿರುವ ಬಗ್ಗೆ ಮಾತನಾಡುತ್ತಾನೆ. "" (ನೋಡಿ: [[rc://en/ta/man/translate/figs-metaphor]])"
TIT	3	11	p81k		ὢν αὐτοκατάκριτος	1	condemns himself	ಅವನ ಮೇಲೆ ನ್ಯಾಯತೀರ್ಪನ್ನು  ತರುತ್ತಾನೆ
TIT	3	12	z7i4			0	Connecting Statement:	ಕ್ರೇತಾ ದ್ವೀಪದಲ್ಲಿ ಸಭಾನಾಯಕರನ್ನು ನೇಮಿಸಿದ ಮೇಲೆ ತೀತ ಏನು ಮಾಢಬೇಕು ಎಂದು ಈ ಪತ್ರದಲ್ಲಿ ಹೇಳುತ್ತಾ ಪತ್ರವನ್ನು ಪೌಲನು ಮುಕ್ತಾಯಗಳಿಸುತ್ತಾನೆ ಮತ್ತು ಅವನೊಂದಿಗಿದ್ದ ಎಲ್ಲರಿಗೂ ವಂದನೆಗಳನ್ನು ಹೇಳುತ್ತಾನೆ.
TIT	3	12	mba6		ὅταν πέμψω	1	When I send	ನಾನು ಕಳುಹಿಸಿದ ಮೇಲೆ
TIT	3	12	c32w	translate-names	Ἀρτεμᾶν ... Τυχικόν	1	Artemas ... Tychicus	"ಇವು ವ್ಯಕ್ತಿಗಳ ಹೆಸರುಗಳು "" (ನೋಡಿ: [[rc://en/ta/man/translate/translate-names]])"
TIT	3	12	knt1		σπούδασον ἐλθεῖν	1	hurry and come	ಬೇಗಬನ್ನಿ
TIT	3	12	gdw9		παραχειμάσαι	1	spend the winter	ಚಳಿಗಾಲದವರೆಗೆ ಇಲ್ಲೇ ಉಳಿದುಕೊಳ್ಳಿ
TIT	3	13	a46f	translate-names	Ζηνᾶν	1	Zenas	"ಇದೊಂದು ವ್ಯಕ್ತಿಯ ಹೆಸರು "" (ನೋಡಿ: [[rc://en/ta/man/translate/translate-names]])"
TIT	3	13	j496		σπουδαίως πρόπεμψο	1	Do everything you can to send	ಕಳುಹಿಸುವದರಲ್ಲಿ ತಡಮಾಡಬೇಡ
TIT	3	13	s757		καὶ Ἀπολλῶν	1	and Apollos	ಅಪೋಲ್ಲೋಸನನ್ನು ಕಳುಹಿಸು
TIT	3	14	v7wg			0	Connecting Statement:	ನ್ಯಾಯಶಾಸ್ತ್ರಿಯಾದ ಜೀನನನ್ನು ಮತ್ತು ಅಪೋಲ್ಲೋಸನನ್ನು ಕಳುಹಿಸುವುದು ಮತ್ತು ಅವರಿಗೆ ಕೊರತೆಯಾಗದಂತೆ ನೋಡಿಕೊಳ್ಳುವುದು ಎಷ್ಟು ಅವಶ್ಯ ಎಂದು ಹೇಳಿದನು.
TIT	3	14	fw98		οἱ ἡμέτεροι	1	Our people	ಕ್ರೇತದಲ್ಲಿದ್ದ ವಿಶ್ವಾಸಿಗಳನ್ನು ಕುರಿತು ಪೌಲನು ಈ ಮಾತುಗಳನ್ನು ಹೇಳಿದ.
TIT	3	14	tn24		εἰς τὰς ἀναγκαίας χρείας	1	that provide for urgent needs	ಇದರಿಂದ ಜನರಿಗೆ ಯಾವ ವಸ್ತು ಅತ್ಯಂತ ಮುಖ್ಯವಾಗಿ ಮತ್ತು ತುರ್ತಾಗಿ ಬೇಕಾಗುತ್ತದೆ ಎಂಬುದನ್ನು ತಿಳಿದುಕೊಳ್ಳಲು ಸಹಾಯವಾಯಿತು .
TIT	3	14	mji4	figs-doublenegatives	εἰς τὰς ἀναγκαίας χρείας, ἵνα μὴ ὦσιν ἄκαρποι	1	needs, and so not be unfruitful	"ಜನರು ಮಾಡುತ್ತಿದ್ದ ಸತ್ಕಾರ್ಯಗಳನ್ನು ಕಂಡು ಪೌಲನು ಅವರನ್ನು ಹೊಗಳುತ್ತಾ ಸತ್ಕಾರ್ಯ ಮಾಡುವವರು ಒಳ್ಳೆಯ ಹಣ್ಣುಗಳಿರುವ ಮರಗಳಂತೆ ಎಂದು ಹೇಳಿದ್ದಾನೆ . ಇದರ ಅರ್ಥ ಜನರು ಸುಫಲಭರಿತರಾಗಿ,  ಉತ್ಪಾದನೆಯುಕ್ತರಾಗಿ ಇತರರಿಗೆ ಉಪಕಾರಿಗಳಾಗಿ ಇರಬೇಕು ಎಂದು .ಪರ್ಯಾಯ ಭಾಷಾಂತರ : "" ಒಳ್ಳೆಯಹಣ್ಣುಗಳನ್ನು ನೀಡುವ ಮರಗಳಂತೆ ಇರುವುದು ಅವಶ್ಯ.""ಅಥವಾ ""ಅವರು ಒಳ್ಳೆ ಕಾರ್ಯಗಳನ್ನು ಮಾಡುವುದು ಅವಶ್ಯ. "" (ನೋಡಿ: [[rc://en/ta/man/translate/figs-doublenegatives]])"
TIT	3	15	j3y2			0	General Information:	ತೀತನಿಗೆ ಬರೆದ ಪತ್ರವನ್ನು ಪೌಲನು ಮುಕ್ತಾಯಗೊಳಿಸಿದ
TIT	3	15	k1sa		οἱ μετ’ πάντες	1	All those	ಎಲ್ಲಾ ಜನರು
TIT	3	15	f4vc		τοὺς φιλοῦντας ἡμᾶς ἐν πίστει	1	those who love us in faith	"ಸಂಭಾವ್ಯ ಅರ್ಥಗಳು 1) "" ನಮ್ಮನ್ನು ಪ್ರೀತಿಸುವ / ಆಧರಿಸುವ  ವಿಶ್ವಾಸಿಗಳು "".ಅಥವಾ 2) "" ವಿಶ್ವಾಸಿಗಳು ನಮ್ಮನ್ನು ಪ್ರೀತಿಸುವವರು / ಆಧರಿಸುವವರು ನಮ್ಮೊಂದಿಗೆ ತಮ್ಮ ನಂಬಿಕೆಯನ್ನು ಹಂಚಿಕೊಳ್ಳುವರು """
TIT	3	15	kx83		ἡ χάρις μετὰ πάντων ὑμῶν	1	Grace be with all of you	"ಇದೊಂದು ಕ್ರೈಸ್ತರ ಸಾಮಾನ್ಯ ವಂದನೆಗಳು .ಪರ್ಯಾಯ ಭಾಷಾಂತರ : ""ದೇವರ ಕೃಪೆಯೂ ನಿಮ್ಮೊಂದಿಗಿರಲಿ "".ಅಥವಾ "" ನಿಮ್ಮೊಂದಿಗೆ   ತಂದೆಯಾದ ದೇವರ ಮಹಾಕೃಪೆಯು ಎಂದೆಂದಿಗೂ ನೆಲೆಯಾಗಿರಲಿ ಎಂದು ದೇವರಲ್ಲಿ ಬೇಡುತ್ತೇನೆ . """
